Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited
France,Male,47,0.0,2,1,0,0
France,Female,58,93173.88,1,1,1,0
Spain,Female,32,0.0,1,1,0,1
Germany,Male,44,105007.31,2,1,1,0
Spain,Female,32,0.0,1,1,1,1
Spain,Male,27,0.0,2,1,0,0
Germany,Female,44,131593.85,1,0,1,1
Germany,Male,44,119530.52,1,1,0,1
Germany,Male,54,118614.6,2,1,1,0
Germany,Male,37,95829.13,2,0,1,0
France,Male,36,0.0,2,1,1,0
France,Male,38,0.0,1,1,0,0
France,Male,50,153590.73,2,1,1,0
France,Male,29,0.0,1,1,0,0
France,Male,64,113109.52,1,1,0,1
France,Female,35,130557.24,1,1,1,0
France,Male,40,93183.19,1,1,0,0
France,Male,58,151933.63,1,1,0,1
Germany,Male,30,125495.64,2,1,1,0
France,Female,42,0.0,2,1,0,0
Germany,Female,26,118547.72,1,1,1,0
Spain,Male,43,97792.21,1,0,0,0
France,Male,41,0.0,3 or more,0,0,1
Spain,Female,72,0.0,2,0,1,0
France,Female,40,167181.01,1,1,1,0
Germany,Male,35,121355.19,1,0,1,0
France,Female,81,0.0,2,1,1,0
Spain,Male,35,0.0,2,0,0,0
France,Male,46,113226.47,1,1,0,0
France,Female,33,118392.75,1,1,1,0
Germany,Female,52,145262.54,1,0,1,0
France,Male,40,163505.16,1,0,0,0
Spain,Female,33,118114.28,2,0,1,0
Germany,Female,51,108449.23,3 or more,0,0,1
France,Male,32,0.0,2,1,1,0
Germany,Female,36,103294.56,1,1,0,0
France,Female,42,0.0,1,1,0,1
France,Female,38,0.0,1,1,1,0
Spain,Male,28,0.0,2,1,0,0
France,Male,42,119919.12,1,1,0,0
France,Male,37,0.0,1,1,0,0
France,Male,28,0.0,2,1,1,0
Spain,Female,34,0.0,2,1,1,0
France,Male,43,0.0,2,1,0,0
France,Male,34,0.0,1,0,0,0
France,Male,26,0.0,2,1,0,0
France,Female,42,0.0,2,1,0,0
France,Male,29,128744.04,1,1,1,0
Germany,Female,62,137727.34,2,0,1,0
Germany,Female,44,106731.58,1,1,0,1
France,Female,38,123544.21,1,1,1,0
France,Female,37,133968.96,2,1,0,0
Spain,Male,76,126534.6,1,1,1,0
Spain,Female,35,0.0,1,1,1,0
Spain,Male,30,87609.68,2,0,0,1
Spain,Male,41,0.0,2,1,0,0
Spain,Male,49,0.0,3 or more,1,1,1
France,Male,34,0.0,2,1,0,0
Spain,Female,36,108960.0,2,1,0,1
Spain,Female,30,0.0,2,1,0,0
France,Male,51,144953.31,1,1,1,0
France,Male,41,103544.88,2,1,0,0
France,Male,33,0.0,1,1,0,0
France,Male,53,0.0,2,0,1,0
Germany,Male,38,101487.18,1,1,1,1
France,Male,52,105355.81,1,1,0,1
Spain,Male,36,77967.5,1,1,0,1
France,Male,44,0.0,3 or more,0,0,1
Spain,Female,54,0.0,2,1,1,0
Spain,Male,28,120047.77,1,1,1,0
France,Male,32,175464.85,3 or more,1,0,1
France,Male,52,79475.3,3 or more,1,1,1
Germany,Male,37,167735.69,2,0,1,0
Spain,Female,37,0.0,2,1,0,0
France,Female,33,74385.98,1,1,0,0
Germany,Male,49,94754.0,1,1,1,0
Spain,Male,27,0.0,1,0,1,0
Germany,Male,43,86920.86,1,1,1,0
France,Female,39,132077.48,2,1,0,0
France,Male,40,127847.86,1,0,0,0
France,Male,34,0.0,1,0,1,1
Germany,Male,42,176702.36,2,1,1,0
Germany,Female,33,83555.58,1,0,0,0
France,Male,26,0.0,2,1,0,0
Spain,Female,39,0.0,2,0,0,0
France,Female,40,0.0,1,1,1,1
Spain,Male,42,0.0,1,1,1,0
Spain,Female,38,96858.35,1,1,0,0
Spain,Male,33,0.0,2,1,1,0
France,Female,35,0.0,2,0,1,0
Germany,Female,42,132796.04,3 or more,1,1,1
Spain,Female,30,154970.54,1,0,1,0
Germany,Male,44,88902.21,1,1,0,0
France,Male,28,98738.92,1,1,0,0
France,Male,33,0.0,2,1,1,0
France,Female,50,0.0,1,1,0,0
Germany,Male,40,137456.28,2,1,1,0
France,Male,29,0.0,2,0,0,0
France,Female,60,73937.02,1,1,0,1
France,Female,45,158621.04,1,1,0,1
Spain,Male,30,113257.2,1,1,1,0
France,Male,31,0.0,1,0,1,0
France,Female,29,116536.43,1,1,0,0
Spain,Female,28,0.0,2,1,0,1
France,Female,60,101070.69,1,1,0,1
Spain,Male,39,0.0,2,0,1,0
Germany,Female,31,127331.46,3 or more,1,1,0
Spain,Female,41,0.0,2,1,0,0
Spain,Female,31,0.0,2,0,1,0
France,Male,46,105969.42,1,1,0,0
France,Male,36,119547.46,1,1,1,0
Spain,Male,38,0.0,2,0,0,0
Spain,Male,28,138668.18,1,1,1,0
France,Female,37,51582.5,2,1,1,0
France,Male,37,0.0,2,1,0,0
Spain,Male,37,169902.92,1,1,1,0
France,Female,27,87262.4,2,1,0,0
France,Male,33,0.0,2,0,1,0
France,Female,40,0.0,2,0,0,0
France,Female,32,0.0,2,1,0,0
France,Female,27,0.0,2,1,0,0
France,Male,39,0.0,2,0,0,0
France,Male,46,0.0,2,1,0,0
France,Male,61,0.0,2,0,1,0
France,Female,69,0.0,2,1,1,0
Germany,Male,19,150348.37,1,1,1,0
Germany,Female,46,115074.02,2,1,0,0
Spain,Female,40,0.0,1,1,1,0
France,Male,28,99986.98,1,1,0,0
Germany,Female,68,110357.0,1,0,0,1
Germany,Male,42,166685.92,2,1,1,0
Spain,Male,40,95312.8,1,1,1,0
France,Male,43,202443.47,1,1,0,0
Germany,Female,47,109493.62,1,0,0,1
Germany,Male,38,88977.39,2,0,1,0
France,Female,29,104982.57,1,1,0,0
Germany,Female,59,154110.99,2,1,0,1
France,Male,32,185714.28,1,1,1,0
Germany,Female,23,116022.53,2,1,1,0
France,Male,46,0.0,2,1,1,0
Germany,Female,34,164011.48,1,1,0,0
France,Male,31,0.0,2,1,1,0
France,Male,40,101514.89,1,1,1,0
Spain,Female,32,0.0,2,1,1,0
France,Male,28,0.0,1,1,0,0
Germany,Male,39,134599.33,2,1,0,0
Spain,Male,32,147511.26,1,1,1,0
France,Male,25,78396.08,1,1,1,0
Spain,Female,31,0.0,2,0,0,0
France,Female,31,110581.29,1,1,1,0
Germany,Male,42,151836.36,2,1,0,0
Germany,Male,45,83624.55,2,0,0,0
France,Male,24,148197.15,2,1,0,0
Spain,Female,30,122924.75,1,0,0,1
France,Female,38,72594.0,1,1,1,0
France,Male,38,115221.36,1,0,1,0
Germany,Male,51,117808.74,2,1,1,0
France,Male,40,147754.68,1,1,1,0
Spain,Female,53,0.0,3 or more,0,0,1
France,Male,31,113292.17,1,1,1,0
Spain,Male,36,0.0,2,1,0,0
Germany,Male,44,115163.38,1,1,1,1
Germany,Male,50,118098.62,1,1,1,1
France,Male,39,0.0,2,1,1,0
France,Male,35,0.0,1,1,1,0
Spain,Male,37,120825.7,1,1,0,0
France,Male,25,0.0,2,0,1,0
France,Male,29,0.0,1,0,1,0
Germany,Male,61,133845.28,2,1,1,0
Spain,Male,38,0.0,2,1,0,0
France,Female,29,108541.04,1,1,1,0
France,Male,39,0.0,1,1,0,1
France,Male,30,0.0,2,0,0,0
Spain,Female,37,113817.06,1,0,0,0
France,Male,28,137300.23,1,1,0,0
Spain,Male,37,158024.38,1,1,0,0
France,Female,33,127837.54,1,0,1,0
France,Male,36,161533.0,1,1,0,0
France,Male,31,161171.7,2,1,0,1
Spain,Male,32,80958.36,1,1,1,0
Spain,Male,25,0.0,2,0,1,0
France,Male,33,146193.6,2,1,1,1
Spain,Male,29,0.0,2,0,1,0
Germany,Male,26,115021.76,1,0,1,0
Spain,Male,41,126773.43,1,1,1,0
Germany,Female,40,92889.91,1,1,1,0
France,Male,48,0.0,2,1,1,0
France,Male,61,146622.35,1,1,1,1
Germany,Male,45,131038.14,1,1,0,1
France,Female,46,88820.29,1,0,0,0
Spain,Male,31,115406.97,1,0,0,0
France,Female,38,132951.92,1,0,1,0
Germany,Male,74,108891.7,1,1,0,0
Germany,Female,46,141788.63,2,0,0,0
Spain,Female,64,116954.32,1,1,1,0
Germany,Female,47,90450.0,2,0,0,1
Germany,Female,39,125997.22,1,1,1,1
Spain,Female,41,0.0,2,1,0,0
France,Male,60,0.0,3 or more,1,1,1
Spain,Female,36,0.0,2,0,1,0
Spain,Female,31,144637.86,2,1,0,0
France,Female,29,86616.35,1,0,0,1
France,Male,31,0.0,2,1,0,0
Germany,Female,48,127924.25,2,1,0,0
Spain,Female,34,0.0,2,1,0,0
France,Female,29,131240.61,1,1,1,1
Spain,Male,31,0.0,2,1,1,0
Spain,Male,35,120046.74,2,1,0,0
France,Female,39,97819.36,1,0,1,0
Spain,Female,64,62979.93,1,1,1,0
France,Female,40,0.0,1,1,1,0
Germany,Male,46,161450.03,1,1,1,1
France,Male,30,0.0,2,1,0,0
France,Male,56,119496.25,2,1,0,0
France,Female,30,0.0,2,1,1,0
France,Male,62,43772.66,3 or more,1,0,1
France,Male,32,100249.41,2,0,1,0
Spain,Male,46,0.0,2,1,1,0
France,Female,60,108028.08,2,0,0,1
Germany,Male,71,53013.29,2,1,1,0
France,Male,68,0.0,2,1,1,0
Germany,Male,33,122088.67,1,1,0,0
Germany,Male,18,90544.0,1,0,1,0
Spain,Male,35,0.0,2,0,1,0
France,Male,44,141252.18,3 or more,0,1,1
France,Female,35,147813.05,2,0,0,0
France,Male,55,134140.68,1,1,0,0
France,Female,63,0.0,2,1,1,0
France,Female,31,0.0,1,0,1,0
France,Female,35,128548.49,3 or more,1,0,1
France,Male,43,122198.21,2,0,1,0
Germany,Male,42,145177.84,1,1,0,1
Spain,Female,31,94222.53,1,1,0,0
Germany,Female,58,143212.22,1,0,0,1
France,Male,41,0.0,2,1,0,0
Germany,Male,41,143350.41,1,1,1,1
France,Female,41,130931.83,1,1,1,0
France,Female,30,137851.31,1,1,0,1
France,Male,33,0.0,2,0,0,0
Spain,Male,41,0.0,1,0,1,0
Spain,Female,51,0.0,1,1,1,1
France,Male,60,140614.15,1,0,1,0
Spain,Male,22,118680.57,1,1,1,0
Germany,Male,35,122917.69,1,1,1,0
France,Female,36,0.0,2,0,0,0
France,Male,40,131754.11,2,1,1,0
France,Female,35,0.0,2,1,1,0
France,Female,24,0.0,2,1,1,0
Germany,Female,35,119948.09,1,1,0,1
France,Female,38,0.0,1,1,0,1
France,Male,25,0.0,2,1,1,0
Spain,Female,39,0.0,2,0,0,0
Spain,Female,38,97266.1,1,1,1,0
Germany,Male,28,113690.83,1,1,0,0
Spain,Female,42,99056.22,2,1,0,1
France,Male,34,0.0,2,1,1,0
Spain,Female,36,116338.68,1,1,1,0
France,Male,40,97339.99,1,0,1,0
France,Male,41,0.0,2,1,1,0
Germany,Female,55,137592.31,2,0,1,1
Germany,Male,34,108760.27,2,1,0,1
Germany,Male,30,128770.88,2,1,1,0
France,Female,34,0.0,2,0,0,0
Spain,Female,36,44054.84,1,1,1,0
Germany,Female,44,119657.53,1,1,0,1
Germany,Female,49,108797.63,2,0,0,0
Spain,Male,35,0.0,2,0,0,0
Germany,Female,49,102025.32,1,1,0,1
Spain,Female,20,122446.61,2,1,0,0
France,Female,27,158786.67,2,0,1,0
France,Male,29,125689.29,1,1,1,0
Germany,Male,29,154640.41,1,1,1,0
Germany,Female,50,146710.76,1,1,0,1
Germany,Male,67,136709.35,1,0,1,1
Germany,Male,43,129305.09,2,0,1,0
Spain,Male,40,0.0,2,1,0,0
France,Female,63,0.0,2,0,1,0
France,Female,21,82844.33,2,0,1,0
Spain,Female,22,0.0,2,0,1,0
France,Male,46,0.0,2,1,0,0
Germany,Female,33,76692.22,1,0,1,0
France,Male,34,117715.84,1,1,0,0
France,Male,54,87105.32,1,1,1,0
France,Female,43,0.0,1,1,0,1
France,Female,64,69311.16,1,1,1,0
France,Male,26,0.0,2,1,1,0
Spain,Female,33,66948.67,2,1,1,0
France,Female,57,0.0,2,1,1,0
Spain,Male,76,128410.71,2,1,1,0
Germany,Male,38,99897.53,1,0,0,0
France,Male,22,0.0,1,1,1,0
Germany,Female,31,152622.34,1,1,0,0
France,Male,40,0.0,2,1,0,0
France,Male,56,138227.19,2,1,1,0
France,Female,25,111395.53,1,0,1,0
Germany,Male,44,84386.57,1,1,0,0
France,Female,36,0.0,2,1,1,0
Germany,Male,33,174673.65,2,1,0,0
France,Male,46,0.0,2,1,0,0
Germany,Male,46,109019.65,2,1,1,0
Germany,Female,52,107906.75,1,1,0,1
France,Male,54,128914.97,1,0,0,1
Spain,Male,63,111179.83,1,1,1,0
Germany,Female,52,124099.13,1,0,0,0
Germany,Male,59,122471.09,1,0,1,0
France,Male,34,134692.4,2,1,1,0
France,Female,25,123816.5,1,1,1,0
Germany,Male,34,106288.54,1,1,1,0
Germany,Female,55,127723.25,2,1,0,1
Spain,Male,43,145843.82,1,1,1,1
Germany,Female,34,148200.72,1,0,0,0
France,Male,30,104145.65,1,0,0,0
Germany,Male,24,142755.25,1,0,0,0
Germany,Female,63,81245.79,1,1,0,1
Germany,Female,33,168560.46,2,0,0,0
France,Male,38,0.0,1,1,0,0
Germany,Male,42,132193.94,2,1,1,0
France,Male,58,0.0,1,0,1,0
Germany,Male,25,139330.1,1,0,0,0
Spain,Male,29,0.0,2,0,1,0
France,Male,40,0.0,2,1,0,0
France,Female,28,134571.5,1,0,1,0
Germany,Male,50,143829.2,2,1,0,1
France,Male,32,0.0,2,1,0,0
France,Female,44,133444.97,1,0,1,0
Germany,Female,23,104753.84,2,1,0,1
Germany,Female,51,116574.84,1,1,0,1
France,Male,41,0.0,2,0,1,0
France,Female,40,176914.8,1,1,1,0
France,Female,36,68348.18,2,0,1,0
France,Female,33,0.0,2,1,1,0
France,Male,42,56726.83,2,0,1,0
Spain,Male,46,65269.23,1,0,1,1
Spain,Male,33,66220.17,1,0,1,0
France,Male,56,0.0,1,0,0,1
France,Female,41,96147.55,1,1,0,0
France,Male,42,0.0,2,1,0,0
Spain,Male,48,0.0,1,1,0,1
Germany,Female,32,145330.43,1,1,1,0
France,Female,21,0.0,2,1,1,0
Germany,Female,47,124192.28,2,1,1,0
Germany,Female,46,111288.18,1,1,1,1
France,Male,43,107805.67,1,0,0,0
Germany,Female,36,103700.69,1,1,0,1
France,Female,38,0.0,2,1,1,0
France,Male,34,0.0,1,1,1,0
France,Female,27,87739.08,1,1,1,0
Spain,Female,20,133313.34,1,1,1,0
France,Female,49,0.0,1,1,1,0
Germany,Male,41,154902.66,1,1,1,0
France,Female,36,0.0,2,1,0,0
Germany,Male,68,112595.85,1,1,0,1
Germany,Male,39,119695.75,1,0,1,0
France,Female,47,0.0,1,1,0,1
Spain,Male,49,0.0,2,0,1,0
Germany,Female,59,152614.51,2,1,1,0
Germany,Female,33,131647.01,2,0,0,0
France,Male,27,96654.72,2,0,0,0
France,Male,22,137583.04,1,0,1,0
Germany,Female,28,62717.84,2,1,1,0
France,Male,32,95377.13,1,0,1,0
Spain,Male,28,135936.1,2,1,1,0
Germany,Male,35,161591.11,3 or more,1,1,0
France,Male,47,142382.03,1,1,1,0
Spain,Male,33,0.0,2,1,1,0
Spain,Male,30,0.0,2,0,1,0
France,Female,38,127043.09,1,1,1,0
Spain,Female,46,0.0,1,1,1,0
Germany,Female,29,78885.88,2,1,1,0
Spain,Female,45,95922.9,1,1,0,1
France,Female,29,0.0,2,1,0,0
France,Female,36,91711.59,1,1,1,0
Germany,Female,46,110031.09,2,1,1,0
France,Male,36,81210.72,2,0,1,0
Germany,Male,32,122947.92,1,1,1,0
France,Female,38,182065.85,1,1,0,0
France,Male,45,0.0,1,1,0,1
Spain,Female,41,69974.66,2,1,0,1
France,Female,38,123711.73,2,1,0,1
France,Male,44,76495.04,1,1,0,0
France,Female,38,0.0,2,0,0,0
Spain,Male,46,0.0,2,1,1,0
Germany,Female,45,121874.89,1,0,0,1
France,Female,45,0.0,2,1,1,0
France,Male,36,188455.19,1,0,0,1
France,Female,42,99045.93,2,1,0,0
France,Female,36,0.0,1,0,1,0
Germany,Female,30,205770.78,2,0,0,0
France,Female,31,79340.95,1,1,0,0
Germany,Male,57,138456.03,2,1,1,0
France,Male,49,0.0,2,1,1,0
Germany,Male,48,101099.9,2,0,1,0
Spain,Female,31,0.0,2,1,1,0
France,Male,40,109219.83,1,1,0,0
Germany,Male,67,123276.69,2,1,1,1
Spain,Male,43,113034.31,1,1,1,0
Spain,Male,41,0.0,2,1,0,0
Spain,Male,30,129548.5,2,1,1,0
France,Female,72,74812.84,1,0,1,0
France,Female,40,0.0,2,1,0,0
Spain,Female,54,0.0,2,1,0,1
Germany,Female,28,153538.13,2,1,0,0
France,Female,38,0.0,2,0,1,0
Spain,Male,34,0.0,2,0,1,0
Spain,Male,32,155619.36,1,1,1,0
Spain,Male,35,159693.9,2,1,1,0
Spain,Male,37,171653.17,1,0,1,0
Germany,Female,39,47685.47,2,1,1,0
France,Male,35,0.0,2,0,1,0
France,Male,61,0.0,1,0,0,1
Spain,Male,28,123692.0,1,1,1,0
Germany,Male,26,148853.29,2,1,1,0
France,Male,35,133161.95,1,0,1,0
Germany,Male,24,143221.35,2,1,0,0
France,Male,35,0.0,2,0,1,0
Spain,Male,56,0.0,3 or more,1,0,1
France,Male,33,0.0,2,1,0,0
Germany,Male,38,126265.88,2,0,0,0
France,Male,37,0.0,1,1,0,0
Spain,Male,31,112713.34,1,1,1,0
France,Male,34,141173.03,1,0,1,0
Spain,Female,35,0.0,2,1,1,0
Spain,Male,39,0.0,2,1,0,0
Spain,Male,38,118866.36,1,1,1,0
France,Male,47,0.0,2,1,1,0
Spain,Female,33,0.0,2,1,1,0
Spain,Female,54,92316.31,2,1,0,1
Germany,Male,30,122185.53,1,1,0,1
France,Male,38,123345.85,1,1,0,0
France,Male,30,73070.18,2,0,0,0
Spain,Male,38,0.0,2,0,0,0
France,Male,47,95120.59,1,0,0,0
France,Male,40,102800.65,1,1,0,0
France,Female,70,97072.42,1,0,1,0
Spain,Male,31,132876.55,1,1,1,0
Spain,Male,33,0.0,2,0,1,0
France,Male,22,0.0,2,1,0,0
France,Male,36,0.0,1,1,0,1
France,Male,39,0.0,1,0,0,0
France,Male,26,51962.91,2,1,0,0
Spain,Female,29,98759.89,1,0,0,0
Germany,Male,33,156570.86,1,1,1,0
France,Female,42,0.0,1,1,1,1
France,Male,42,159024.71,1,1,0,1
France,Female,39,73493.17,1,0,1,1
France,Female,45,0.0,2,1,1,0
France,Female,35,69617.36,1,1,0,0
Spain,Female,35,136526.26,2,1,0,0
France,Male,25,113736.27,1,0,1,0
France,Male,52,106723.28,1,0,0,1
Germany,Female,33,138847.9,1,1,1,0
France,Female,40,0.0,2,1,0,0
Germany,Female,33,107868.14,2,1,1,0
Germany,Male,33,96926.12,2,1,0,0
France,Male,30,77599.23,1,0,0,0
Germany,Male,38,178787.54,1,1,1,0
France,Male,81,0.0,2,1,1,0
Germany,Female,34,129668.43,2,1,1,0
France,Male,34,146178.13,2,1,1,0
France,Female,40,0.0,2,1,0,0
France,Male,37,0.0,2,0,0,0
France,Female,38,154763.21,2,1,1,0
Germany,Female,56,116251.24,1,0,1,1
France,Male,37,0.0,2,1,1,0
Germany,Female,30,100954.88,2,0,0,0
France,Female,51,124620.01,2,1,0,1
Spain,Female,34,0.0,2,1,1,0
France,Male,40,112701.04,1,0,0,0
Spain,Male,45,84692.5,1,0,1,0
Germany,Male,49,108204.52,1,1,0,1
France,Male,30,86449.39,1,1,1,0
Spain,Male,42,0.0,1,0,1,0
Germany,Male,36,73194.99,1,1,1,0
Germany,Male,31,124593.23,1,1,0,0
Germany,Male,50,119655.77,1,1,1,1
Germany,Male,42,121765.37,2,1,1,0
France,Male,35,110837.73,1,0,0,0
Spain,Male,47,99835.17,1,0,1,0
Germany,Female,30,91057.37,2,1,0,0
France,Female,26,0.0,2,1,0,0
Spain,Male,27,149400.27,1,0,0,0
Germany,Male,38,89111.63,1,0,0,0
Germany,Male,33,132527.9,2,0,1,0
France,Female,36,114997.42,1,1,0,0
France,Male,46,161798.53,1,1,0,0
Germany,Female,27,96129.32,2,1,1,0
Spain,Male,45,0.0,2,0,0,0
France,Male,32,133050.97,2,1,0,0
France,Male,51,120124.35,2,0,1,0
France,Male,39,0.0,2,0,0,0
Spain,Male,32,133705.74,1,0,0,0
Spain,Female,39,0.0,2,1,0,0
France,Female,40,0.0,2,1,0,0
France,Female,33,152805.05,1,1,0,0
Germany,Female,21,151701.45,3 or more,1,1,1
France,Female,67,0.0,2,0,1,0
France,Female,22,112465.06,1,1,1,0
Germany,Male,24,156007.09,1,1,0,0
Germany,Male,28,132405.52,3 or more,1,0,1
France,Male,26,142662.68,1,0,0,0
Germany,Male,36,102603.3,2,1,1,0
Spain,Male,32,0.0,2,1,0,0
Spain,Male,37,0.0,2,0,0,0
Spain,Male,57,105000.85,2,1,1,1
France,Male,45,0.0,2,1,1,0
France,Female,36,69518.95,1,1,0,0
Germany,Male,41,126145.54,2,1,1,0
France,Male,41,138937.35,1,1,1,1
Germany,Female,44,113581.98,1,1,0,0
France,Male,34,112572.39,1,0,0,0
Germany,Male,51,114514.71,2,1,0,1
France,Female,35,0.0,2,1,1,0
France,Female,34,0.0,2,1,1,0
France,Male,32,84906.45,1,1,0,0
Spain,Female,39,126816.18,1,1,1,0
Germany,Female,26,105249.76,2,1,1,0
Spain,Male,41,0.0,2,1,0,0
Germany,Male,50,109387.9,1,1,0,0
Germany,Male,23,122478.51,1,1,0,1
France,Female,73,137732.23,2,1,1,0
France,Female,46,157866.77,1,1,1,0
France,Female,41,0.0,1,1,1,0
France,Female,31,136789.14,1,1,0,1
France,Male,36,0.0,2,1,1,0
France,Male,30,144684.03,1,1,1,0
France,Male,24,107065.31,1,1,1,0
France,Female,33,91301.72,1,0,1,0
Spain,Male,39,207034.96,2,0,0,1
Spain,Male,37,0.0,2,1,1,0
Spain,Male,50,0.0,1,0,1,0
Spain,Male,38,0.0,1,1,1,1
Spain,Female,36,0.0,2,1,0,0
France,Male,34,0.0,2,1,1,0
Spain,Male,36,0.0,2,0,1,0
Spain,Male,42,0.0,2,1,0,0
France,Female,30,92472.1,2,0,1,0
Spain,Male,21,0.0,2,0,0,0
France,Male,62,127738.75,2,1,1,0
Germany,Female,50,101242.98,2,1,0,0
France,Female,43,92599.55,2,1,1,0
Spain,Female,36,0.0,2,0,1,0
Spain,Female,50,0.0,3 or more,1,0,1
France,Male,37,82373.94,1,0,0,1
Spain,Male,31,141356.47,1,0,0,0
France,Male,23,0.0,1,1,0,1
Spain,Female,47,72664.0,2,1,1,0
France,Female,47,123365.34,2,0,0,0
Germany,Male,33,121898.58,1,1,0,0
Spain,Male,33,0.0,1,1,1,0
France,Female,31,103696.97,3 or more,0,0,1
France,Male,33,0.0,2,0,0,0
Germany,Female,56,74129.18,2,1,1,1
France,Female,34,0.0,1,1,0,0
Germany,Male,29,185379.02,1,1,0,0
Germany,Female,47,118087.68,1,1,0,1
Spain,Male,41,109402.13,1,1,1,0
Germany,Female,33,130367.87,1,1,0,1
Germany,Female,34,108410.87,2,1,0,0
France,Female,50,90408.16,2,0,0,0
France,Female,34,90425.15,2,1,1,0
Spain,Female,39,140094.59,1,1,0,1
Spain,Male,31,0.0,2,0,1,0
Germany,Female,46,95439.4,1,1,1,1
Germany,Male,34,204017.4,2,1,0,0
Spain,Male,29,0.0,2,1,0,0
Germany,Male,49,137115.16,1,1,0,1
Germany,Male,43,134740.19,2,1,0,0
France,Female,29,0.0,2,0,0,0
Germany,Male,29,98955.87,1,0,1,0
Germany,Male,44,49157.09,2,1,0,0
Germany,Male,31,130240.33,1,0,0,0
France,Male,48,108019.27,3 or more,1,1,1
Germany,Male,51,126725.25,1,1,0,1
Germany,Female,34,96693.66,1,1,1,0
Germany,Female,27,129810.6,1,1,1,0
France,Male,58,156652.13,1,0,0,1
France,Female,36,0.0,1,0,0,1
France,Male,40,130661.96,1,1,1,0
France,Female,50,0.0,2,1,1,0
France,Male,37,0.0,2,0,0,0
France,Male,47,130747.1,1,1,0,0
Germany,Male,30,106629.49,1,0,1,0
Spain,Male,36,112029.83,1,1,1,0
Germany,Male,29,130575.26,1,0,1,0
Germany,Male,28,96679.71,1,1,1,0
France,Male,33,0.0,2,0,0,0
France,Male,50,171740.69,1,0,0,0
Spain,Male,38,0.0,2,1,0,0
Germany,Female,39,100116.67,1,1,1,1
Germany,Male,24,120596.93,1,0,1,0
France,Female,48,0.0,2,1,1,0
France,Male,29,95984.69,2,1,1,0
France,Male,38,142557.11,1,1,1,0
France,Male,47,0.0,2,1,0,0
Spain,Male,66,0.0,2,0,1,0
Germany,Female,36,143644.16,1,1,0,1
France,Female,38,132129.72,1,0,1,0
France,Female,52,0.0,2,1,0,1
France,Female,68,183555.24,1,0,0,1
France,Male,38,91902.56,2,1,1,0
France,Male,40,156218.19,1,0,1,0
Germany,Female,43,93259.57,3 or more,1,0,1
Germany,Female,45,168085.38,2,0,1,0
Germany,Male,51,107714.74,3 or more,1,0,1
France,Female,31,117852.26,2,1,0,0
Spain,Male,60,0.0,1,1,0,1
Spain,Female,51,84474.62,2,1,1,0
France,Male,50,0.0,2,1,0,0
Germany,Male,35,126803.34,2,1,1,0
France,Female,34,0.0,2,1,0,0
Germany,Female,36,68806.84,1,1,0,0
France,Female,31,115141.18,1,1,0,0
France,Female,35,0.0,2,0,1,0
Spain,Male,34,90723.36,1,1,1,0
Germany,Female,49,151249.45,2,1,1,0
France,Female,32,0.0,2,1,1,0
Germany,Female,43,94752.49,1,1,0,1
Spain,Female,34,0.0,1,1,0,1
Spain,Male,28,0.0,1,1,0,0
France,Male,31,132084.66,3 or more,1,1,1
France,Male,45,0.0,2,1,1,0
France,Male,35,0.0,2,1,1,0
France,Female,53,45472.28,1,1,1,1
France,Male,33,0.0,1,0,0,0
Germany,Female,33,130229.71,2,0,0,1
Germany,Female,38,123948.85,1,1,0,0
Germany,Male,39,127415.85,1,1,1,1
Germany,Male,35,110067.71,1,1,0,1
Spain,Male,39,65521.2,1,1,1,0
Spain,Male,31,0.0,2,1,1,0
France,Male,47,0.0,2,1,1,0
Germany,Male,33,155736.42,2,1,1,0
Spain,Female,29,0.0,2,0,0,0
France,Female,34,118307.57,2,1,1,0
France,Male,41,0.0,1,1,1,0
Germany,Female,24,103099.17,2,1,0,0
France,Female,38,0.0,2,1,1,0
France,Male,33,125789.69,1,0,0,1
Germany,Female,36,109646.83,1,1,1,0
France,Male,30,127187.86,1,1,1,0
France,Female,36,0.0,1,0,1,0
Spain,Male,24,0.0,1,1,0,0
France,Male,41,130385.82,1,0,1,0
France,Male,23,107787.47,1,0,1,0
France,Male,34,99325.04,2,0,1,0
France,Female,37,0.0,1,0,0,0
France,Male,48,123764.95,1,1,1,0
Germany,Female,39,128264.03,1,1,0,1
Spain,Male,47,86006.21,1,1,1,0
Germany,Female,38,57068.43,2,1,0,0
Germany,Male,29,103607.24,2,0,1,0
Spain,Male,40,99004.24,1,1,1,0
Spain,Female,36,0.0,2,1,1,0
Spain,Female,25,147386.72,3 or more,1,0,1
Spain,Male,42,93608.28,1,1,0,1
Spain,Male,38,0.0,2,1,1,0
Germany,Male,71,119496.87,1,1,0,0
Spain,Female,32,0.0,1,0,0,0
France,Female,37,0.0,2,1,0,0
Spain,Female,25,0.0,2,1,1,0
Germany,Female,25,152885.77,1,1,0,0
France,Male,31,99607.37,2,0,1,0
France,Male,27,137003.68,1,1,0,0
Germany,Male,48,122831.58,1,1,1,1
Spain,Male,38,99811.44,2,1,0,0
Spain,Male,37,154712.58,2,1,0,0
Spain,Male,37,0.0,1,1,1,0
Germany,Female,24,147687.24,1,1,1,0
Spain,Female,33,0.0,2,1,1,0
France,Male,27,127009.83,1,1,0,0
Germany,Male,61,124737.96,1,0,1,1
